TIMESTAMP,ContextTokens,GeneratedTokens
2024-05-10 00:03:42.900888+00:00,1513,13
2024-05-10 00:03:43.018481+00:00,985,48
2024-05-10 00:03:43.082270+00:00,693,2
2024-05-10 00:03:43.134468+00:00,1244,23
2024-05-10 00:03:43.333478+00:00,1684,25
2024-05-10 00:03:43.400422+00:00,1216,2
2024-05-10 00:03:43.401043+00:00,1887,1
2024-05-10 00:03:43.583058+00:00,346,22
2024-05-10 00:03:43.758901+00:00,1467,3
2024-05-10 00:03:43.760192+00:00,64,14
2024-05-10 00:03:43.787790+00:00,262,1
2024-05-10 00:03:43.788738+00:00,262,1
2024-05-10 00:03:43.833856+00:00,1518,3
2024-05-10 00:03:44.004582+00:00,803,2
2024-05-10 00:03:44.016456+00:00,834,19
2024-05-10 00:03:44.037955+00:00,1136,10
2024-05-10 00:03:44.038597+00:00,263,3
2024-05-10 00:03:44.083195+00:00,1684,27
2024-05-10 00:03:44.087277+00:00,1331,9
2024-05-10 00:03:44.138573+00:00,1244,29
2024-05-10 00:03:44.254660+00:00,1889,3
2024-05-10 00:03:44.401850+00:00,187,46
2024-05-10 00:03:44.516713+00:00,834,26
2024-05-10 00:03:44.585515+00:00,1308,49
2024-05-10 00:03:44.632638+00:00,1419,3
2024-05-10 00:03:44.758845+00:00,803,1
2024-05-10 00:03:45.082623+00:00,1419,7
2024-05-10 00:03:45.153021+00:00,1217,10
2024-05-10 00:03:45.270711+00:00,803,31
2024-05-10 00:03:45.277634+00:00,798,10
2024-05-10 00:03:45.383252+00:00,1100,14
2024-05-10 00:03:45.583846+00:00,1750,3
2024-05-10 00:03:45.638917+00:00,1101,21
2024-05-10 00:03:45.654216+00:00,190,103
2024-05-10 00:03:45.787456+00:00,206,32
2024-05-10 00:03:46.153313+00:00,194,20
2024-05-10 00:03:46.256320+00:00,1892,14
2024-05-10 00:03:46.256625+00:00,804,45
2024-05-10 00:03:46.292316+00:00,111,12
2024-05-10 00:03:46.387181+00:00,1393,8
2024-05-10 00:03:46.537068+00:00,834,25
2024-05-10 00:03:46.595725+00:00,2011,19
2024-05-10 00:03:46.759962+00:00,1894,39
2024-05-10 00:03:46.760215+00:00,654,11
2024-05-10 00:03:46.775371+00:00,989,42
2024-05-10 00:03:46.888529+00:00,464,1
2024-05-10 00:03:47.008991+00:00,1817,5
2024-05-10 00:03:47.011029+00:00,664,9
2024-05-10 00:03:47.030485+00:00,907,17
2024-05-10 00:03:47.037861+00:00,1997,29
2024-05-10 00:03:47.039707+00:00,210,30
2024-05-10 00:03:47.095695+00:00,1456,18
2024-05-10 00:03:47.137113+00:00,1454,37
2024-05-10 00:03:47.260022+00:00,631,3
2024-05-10 00:03:47.273138+00:00,807,76
2024-05-10 00:03:47.385080+00:00,465,3
2024-05-10 00:03:47.385187+00:00,419,1
2024-05-10 00:03:47.402321+00:00,1011,32
2024-05-10 00:03:47.510176+00:00,694,3
2024-05-10 00:03:47.521622+00:00,907,19
2024-05-10 00:03:47.594725+00:00,1472,11
2024-05-10 00:03:47.636008+00:00,465,14
2024-05-10 00:03:47.653167+00:00,194,13
2024-05-10 00:03:47.787598+00:00,834,14
2024-05-10 00:03:47.789080+00:00,1099,46
2024-05-10 00:03:47.793198+00:00,1301,22
2024-05-10 00:03:48.014613+00:00,803,67
2024-05-10 00:03:48.038527+00:00,718,6
2024-05-10 00:03:48.039779+00:00,211,5
2024-05-10 00:03:48.290568+00:00,1301,15
2024-05-10 00:03:48.290785+00:00,211,21
2024-05-10 00:03:48.291339+00:00,1998,7
2024-05-10 00:03:48.338066+00:00,372,17
2024-05-10 00:03:48.765010+00:00,804,214
2024-05-10 00:03:48.771583+00:00,907,86
2024-05-10 00:03:48.787860+00:00,834,12
2024-05-10 00:03:48.790977+00:00,214,17
2024-05-10 00:03:48.908256+00:00,1515,4
2024-05-10 00:03:48.909469+00:00,886,12
2024-05-10 00:03:49.020630+00:00,988,2
2024-05-10 00:03:49.159944+00:00,197,14
2024-05-10 00:03:49.585801+00:00,415,12
2024-05-10 00:03:49.637728+00:00,1457,1
2024-05-10 00:03:49.756805+00:00,694,3
2024-05-10 00:03:49.770666+00:00,821,13
2024-05-10 00:03:49.788406+00:00,834,6
2024-05-10 00:03:49.907173+00:00,1226,11
2024-05-10 00:03:50.084353+00:00,1108,3
2024-05-10 00:03:50.141396+00:00,1550,41
2024-05-10 00:03:50.293281+00:00,835,25
2024-05-10 00:03:50.332199+00:00,767,9
2024-05-10 00:03:50.525239+00:00,1049,8
2024-05-10 00:03:50.549236+00:00,2002,3
2024-05-10 00:03:50.582340+00:00,769,4
2024-05-10 00:03:50.638020+00:00,1409,1
2024-05-10 00:03:50.661081+00:00,1519,20
2024-05-10 00:03:50.663357+00:00,886,7
2024-05-10 00:03:50.755828+00:00,808,1
2024-05-10 00:03:50.770198+00:00,833,18
2024-05-10 00:03:50.798627+00:00,215,8
2024-05-10 00:03:50.832128+00:00,416,1
2024-05-10 00:03:50.835021+00:00,2012,3
2024-05-10 00:03:51.082734+00:00,770,9
2024-05-10 00:03:51.082849+00:00,416,4
2024-05-10 00:03:51.261545+00:00,662,25
2024-05-10 00:03:51.332637+00:00,110,9
2024-05-10 00:03:51.334170+00:00,401,13
2024-05-10 00:03:51.391633+00:00,1458,315
2024-05-10 00:03:51.520827+00:00,635,3
2024-05-10 00:03:51.584485+00:00,416,4
2024-05-10 00:03:51.640667+00:00,541,9
2024-05-10 00:03:51.656973+00:00,1034,16
2024-05-10 00:03:51.657399+00:00,1237,1
2024-05-10 00:03:51.755433+00:00,980,1
2024-05-10 00:03:51.802178+00:00,1262,9
2024-05-10 00:03:51.803591+00:00,216,16
2024-05-10 00:03:51.832481+00:00,111,7
2024-05-10 00:03:51.885678+00:00,1459,58
2024-05-10 00:03:52.082275+00:00,772,12
2024-05-10 00:03:52.140928+00:00,1458,55
2024-05-10 00:03:52.261831+00:00,1697,15
2024-05-10 00:03:52.272600+00:00,989,1
2024-05-10 00:03:52.278032+00:00,1048,1
2024-05-10 00:03:52.299384+00:00,1260,11
2024-05-10 00:03:52.300629+00:00,217,15
2024-05-10 00:03:52.332707+00:00,112,11
2024-05-10 00:03:52.391769+00:00,1459,1
2024-05-10 00:03:52.522764+00:00,1049,12
2024-05-10 00:03:52.547249+00:00,723,63
2024-05-10 00:03:52.889154+00:00,1411,4
2024-05-10 00:03:53.287438+00:00,1103,85
2024-05-10 00:03:53.287582+00:00,723,1054
2024-05-10 00:03:53.393948+00:00,1411,12
2024-05-10 00:03:53.505816+00:00,957,11
2024-05-10 00:03:53.638353+00:00,1376,6
2024-05-10 00:03:53.639055+00:00,1395,8
2024-05-10 00:03:53.775045+00:00,991,5
2024-05-10 00:03:53.782799+00:00,1053,21
2024-05-10 00:03:53.831988+00:00,417,1
2024-05-10 00:03:53.908489+00:00,1032,14
2024-05-10 00:03:54.037873+00:00,838,54
2024-05-10 00:03:54.082620+00:00,770,1
2024-05-10 00:03:54.141068+00:00,468,19
2024-05-10 00:03:54.141260+00:00,1460,262
2024-05-10 00:03:54.143622+00:00,495,6
2024-05-10 00:03:54.259861+00:00,812,104
2024-05-10 00:03:54.261150+00:00,1912,3
2024-05-10 00:03:54.273083+00:00,993,4
2024-05-10 00:03:54.332319+00:00,770,1
2024-05-10 00:03:54.332889+00:00,417,4
2024-05-10 00:03:54.387168+00:00,1462,1
2024-05-10 00:03:54.407128+00:00,570,20
2024-05-10 00:03:54.409675+00:00,1676,26
2024-05-10 00:03:54.506631+00:00,670,22
2024-05-10 00:03:54.586838+00:00,1108,3
2024-05-10 00:03:54.759189+00:00,671,10
2024-05-10 00:03:54.771091+00:00,994,3
2024-05-10 00:03:55.005515+00:00,814,73
2024-05-10 00:03:55.139003+00:00,1400,1
2024-05-10 00:03:55.261832+00:00,1003,1
2024-05-10 00:03:55.262129+00:00,833,1
2024-05-10 00:03:55.332372+00:00,417,4
2024-05-10 00:03:55.381732+00:00,470,11
2024-05-10 00:03:55.403227+00:00,1971,3
2024-05-10 00:03:55.509166+00:00,1003,1
2024-05-10 00:03:55.509390+00:00,814,69
2024-05-10 00:03:55.656322+00:00,1676,25
2024-05-10 00:03:55.761096+00:00,815,23
2024-05-10 00:03:55.761531+00:00,959,52
2024-05-10 00:03:55.761725+00:00,1003,2
2024-05-10 00:03:55.838535+00:00,773,8
2024-05-10 00:03:55.880514+00:00,1462,259
2024-05-10 00:03:56.086163+00:00,162,2
2024-05-10 00:03:56.086584+00:00,774,7
2024-05-10 00:03:56.086696+00:00,417,4
2024-05-10 00:03:56.086947+00:00,842,3
2024-05-10 00:03:56.158629+00:00,1675,1
2024-05-10 00:03:56.158933+00:00,1035,11
2024-05-10 00:03:56.286554+00:00,838,62
2024-05-10 00:03:56.287422+00:00,1105,3
2024-05-10 00:03:56.509801+00:00,1820,13
2024-05-10 00:03:56.517354+00:00,995,4
2024-05-10 00:03:56.537555+00:00,20,6
2024-05-10 00:03:56.538316+00:00,441,3
2024-05-10 00:03:56.538943+00:00,1105,3
2024-05-10 00:03:56.630492+00:00,1464,22
2024-05-10 00:03:56.655394+00:00,1675,26
2024-05-10 00:03:56.768313+00:00,816,280
2024-05-10 00:03:56.770089+00:00,1473,8
2024-05-10 00:03:56.775035+00:00,995,3
2024-05-10 00:03:56.833756+00:00,843,2
2024-05-10 00:03:56.834450+00:00,1108,3
2024-05-10 00:03:56.907168+00:00,1675,26
2024-05-10 00:03:57.010460+00:00,1842,28
2024-05-10 00:03:57.024216+00:00,853,63
2024-05-10 00:03:57.030505+00:00,951,23
2024-05-10 00:03:57.037347+00:00,1105,3
2024-05-10 00:03:57.130667+00:00,473,13
2024-05-10 00:03:57.265984+00:00,959,10
2024-05-10 00:03:57.288418+00:00,838,24
2024-05-10 00:03:57.517107+00:00,453,79
2024-05-10 00:03:57.517762+00:00,816,1
2024-05-10 00:03:57.773680+00:00,455,6
2024-05-10 00:03:57.774096+00:00,816,1
2024-05-10 00:03:57.788154+00:00,838,23
2024-05-10 00:03:57.910547+00:00,1675,1
2024-05-10 00:03:57.911832+00:00,1034,13
2024-05-10 00:03:58.017858+00:00,1577,43
2024-05-10 00:03:58.085592+00:00,417,6
2024-05-10 00:03:58.086780+00:00,1108,3
2024-05-10 00:03:58.157265+00:00,1234,2
2024-05-10 00:03:58.158901+00:00,1675,19
2024-05-10 00:03:58.267336+00:00,1844,16
2024-05-10 00:03:58.273238+00:00,816,43
2024-05-10 00:03:58.336359+00:00,1125,7
2024-05-10 00:03:58.336733+00:00,417,6
2024-05-10 00:03:58.383410+00:00,1464,325
2024-05-10 00:03:58.518790+00:00,1577,60
2024-05-10 00:03:58.520007+00:00,817,13
2024-05-10 00:03:58.520734+00:00,455,7
2024-05-10 00:03:58.520859+00:00,960,11
2024-05-10 00:03:58.521747+00:00,999,1
2024-05-10 00:03:58.764849+00:00,1577,17
2024-05-10 00:03:59.016824+00:00,456,4
2024-05-10 00:03:59.087198+00:00,418,2
2024-05-10 00:03:59.132803+00:00,474,21
2024-05-10 00:03:59.156033+00:00,1234,13
2024-05-10 00:03:59.262369+00:00,611,33
2024-05-10 00:03:59.337623+00:00,418,1
2024-05-10 00:03:59.516047+00:00,694,3
2024-05-10 00:03:59.517315+00:00,1253,3
2024-05-10 00:03:59.585254+00:00,775,6
2024-05-10 00:03:59.656526+00:00,1679,18
2024-05-10 00:03:59.769178+00:00,818,274
2024-05-10 00:04:00.038040+00:00,1301,15
2024-05-10 00:04:00.135850+00:00,476,9
2024-05-10 00:04:00.136291+00:00,1385,1
2024-05-10 00:04:00.160462+00:00,1234,10
2024-05-10 00:04:00.275193+00:00,279,4
2024-05-10 00:04:00.339976+00:00,775,6
2024-05-10 00:04:00.341069+00:00,418,2
2024-05-10 00:04:00.348830+00:00,1163,3
2024-05-10 00:04:00.381522+00:00,1385,10
2024-05-10 00:04:00.382044+00:00,566,5
2024-05-10 00:04:00.385864+00:00,512,31
2024-05-10 00:04:00.406811+00:00,1682,13
2024-05-10 00:04:00.538057+00:00,1301,15
2024-05-10 00:04:00.588159+00:00,1166,13
2024-05-10 00:04:00.631528+00:00,476,23
2024-05-10 00:04:00.762575+00:00,962,9
2024-05-10 00:04:00.763848+00:00,599,8
2024-05-10 00:04:00.774040+00:00,1154,61
2024-05-10 00:04:00.838321+00:00,829,39
2024-05-10 00:04:00.907395+00:00,615,7
2024-05-10 00:04:00.909822+00:00,1234,13
2024-05-10 00:04:01.018128+00:00,601,1
2024-05-10 00:04:01.087748+00:00,274,57
2024-05-10 00:04:01.131240+00:00,1384,9
2024-05-10 00:04:01.153346+00:00,615,3
2024-05-10 00:04:01.273586+00:00,998,11
2024-05-10 00:04:01.278779+00:00,93,6
2024-05-10 00:04:01.332511+00:00,776,11
2024-05-10 00:04:01.381934+00:00,4,7
2024-05-10 00:04:01.382501+00:00,566,4
2024-05-10 00:04:01.631432+00:00,1384,9
2024-05-10 00:04:01.653495+00:00,1756,1
2024-05-10 00:04:01.756120+00:00,1474,3
2024-05-10 00:04:01.880981+00:00,1384,1
2024-05-10 00:04:02.083704+00:00,792,3
2024-05-10 00:04:02.131096+00:00,478,1
2024-05-10 00:04:02.131458+00:00,1385,1
2024-05-10 00:04:02.253406+00:00,608,110
2024-05-10 00:04:02.253712+00:00,1474,2
2024-05-10 00:04:02.277406+00:00,1158,47
2024-05-10 00:04:02.283389+00:00,95,1
2024-05-10 00:04:02.334012+00:00,794,5
2024-05-10 00:04:02.382315+00:00,1385,1
2024-05-10 00:04:02.385217+00:00,515,34
2024-05-10 00:04:02.533340+00:00,95,6
2024-05-10 00:04:02.536995+00:00,913,58
2024-05-10 00:04:02.538005+00:00,998,33
2024-05-10 00:04:02.538650+00:00,1614,157
2024-05-10 00:04:02.636037+00:00,478,8
2024-05-10 00:04:02.777292+00:00,1158,1
2024-05-10 00:04:02.847582+00:00,1169,12
2024-05-10 00:04:02.880983+00:00,1400,4
2024-05-10 00:04:02.882241+00:00,1385,8
2024-05-10 00:04:02.882811+00:00,479,5
2024-05-10 00:04:02.903453+00:00,1944,3
2024-05-10 00:04:03.028503+00:00,863,20
2024-05-10 00:04:03.037527+00:00,96,10
2024-05-10 00:04:03.037832+00:00,913,27
2024-05-10 00:04:03.089268+00:00,1135,2
2024-05-10 00:04:03.090574+00:00,792,5
2024-05-10 00:04:03.277591+00:00,1159,44
2024-05-10 00:04:03.286412+00:00,1247,6
2024-05-10 00:04:03.289378+00:00,1532,12
2024-05-10 00:04:03.290738+00:00,1532,27
2024-05-10 00:04:03.342583+00:00,827,27
2024-05-10 00:04:03.382830+00:00,480,19
2024-05-10 00:04:03.409038+00:00,1036,14
2024-05-10 00:04:03.519917+00:00,97,1
2024-05-10 00:04:03.587272+00:00,153,12
2024-05-10 00:04:03.631088+00:00,480,1
2024-05-10 00:04:03.631292+00:00,1388,5
2024-05-10 00:04:03.787070+00:00,912,51
2024-05-10 00:04:03.880792+00:00,480,1
2024-05-10 00:04:03.883203+00:00,482,19
2024-05-10 00:04:04.032352+00:00,1246,7
2024-05-10 00:04:04.033902+00:00,97,8
2024-05-10 00:04:04.131212+00:00,480,18
2024-05-10 00:04:04.133853+00:00,481,1
2024-05-10 00:04:04.160938+00:00,1685,1
2024-05-10 00:04:04.276139+00:00,1162,4
2024-05-10 00:04:04.284492+00:00,1406,5
2024-05-10 00:04:04.288177+00:00,912,57
2024-05-10 00:04:04.385921+00:00,481,20
2024-05-10 00:04:04.591855+00:00,154,42
2024-05-10 00:04:04.663661+00:00,1680,14
2024-05-10 00:04:04.775617+00:00,279,6
2024-05-10 00:04:04.786228+00:00,98,10
2024-05-10 00:04:04.837184+00:00,419,11
2024-05-10 00:04:04.837407+00:00,1060,19
2024-05-10 00:04:04.886329+00:00,518,4
2024-05-10 00:04:05.004448+00:00,1334,87
2024-05-10 00:04:05.091976+00:00,839,9
2024-05-10 00:04:05.096037+00:00,1168,7
2024-05-10 00:04:05.254767+00:00,1334,12
2024-05-10 00:04:05.333170+00:00,156,42
2024-05-10 00:04:05.393526+00:00,1436,3
2024-05-10 00:04:05.404174+00:00,892,3
2024-05-10 00:04:05.405049+00:00,1037,16
2024-05-10 00:04:05.503523+00:00,1581,1
2024-05-10 00:04:05.526759+00:00,281,5
2024-05-10 00:04:05.526986+00:00,1291,85
2024-05-10 00:04:05.536881+00:00,2004,1
2024-05-10 00:04:05.537786+00:00,1533,19
2024-05-10 00:04:05.585580+00:00,449,3
2024-05-10 00:04:05.637669+00:00,1392,67
2024-05-10 00:04:05.655939+00:00,1680,17
2024-05-10 00:04:05.754388+00:00,967,181
2024-05-10 00:04:05.773713+00:00,1580,1
2024-05-10 00:04:05.837986+00:00,156,14
2024-05-10 00:04:05.889425+00:00,518,13
2024-05-10 00:04:05.902673+00:00,156,2
2024-05-10 00:04:06.003003+00:00,1334,12
2024-05-10 00:04:06.140178+00:00,1392,61
2024-05-10 00:04:06.143559+00:00,1436,3
2024-05-10 00:04:06.157967+00:00,157,4
2024-05-10 00:04:06.252874+00:00,643,6
2024-05-10 00:04:06.283605+00:00,103,8
2024-05-10 00:04:06.389156+00:00,483,12
2024-05-10 00:04:06.406077+00:00,1517,3
2024-05-10 00:04:06.408152+00:00,1037,11
2024-05-10 00:04:06.502619+00:00,1582,24
2024-05-10 00:04:06.526023+00:00,104,4
2024-05-10 00:04:06.638662+00:00,1582,42
2024-05-10 00:04:06.777441+00:00,285,3
2024-05-10 00:04:06.893201+00:00,518,11
2024-05-10 00:04:07.023161+00:00,868,27
2024-05-10 00:04:07.026852+00:00,105,1
2024-05-10 00:04:07.083093+00:00,450,3
2024-05-10 00:04:07.136309+00:00,10,17
2024-05-10 00:04:07.155959+00:00,615,7
2024-05-10 00:04:07.273740+00:00,105,2
2024-05-10 00:04:07.332736+00:00,451,1
2024-05-10 00:04:07.385444+00:00,518,11
2024-05-10 00:04:07.405094+00:00,615,7
2024-05-10 00:04:07.661852+00:00,615,7
2024-05-10 00:04:07.666407+00:00,1685,16
2024-05-10 00:04:07.754549+00:00,1474,2
2024-05-10 00:04:07.786408+00:00,724,360
2024-05-10 00:04:07.832115+00:00,452,1
2024-05-10 00:04:07.832473+00:00,842,7
2024-05-10 00:04:07.908316+00:00,614,54
2024-05-10 00:04:07.910654+00:00,1039,11
2024-05-10 00:04:08.002947+00:00,644,10
2024-05-10 00:04:08.004586+00:00,460,9
2024-05-10 00:04:08.005097+00:00,1474,2
2024-05-10 00:04:08.021279+00:00,106,15
2024-05-10 00:04:08.083094+00:00,1038,20
2024-05-10 00:04:08.254745+00:00,511,50
2024-05-10 00:04:08.268947+00:00,645,1
2024-05-10 00:04:08.403707+00:00,1093,1
2024-05-10 00:04:08.502736+00:00,1431,3
2024-05-10 00:04:08.658722+00:00,198,10
2024-05-10 00:04:09.017326+00:00,284,2
2024-05-10 00:04:09.083658+00:00,1040,16
2024-05-10 00:04:09.134298+00:00,474,11
2024-05-10 00:04:09.158543+00:00,198,13
2024-05-10 00:04:09.334249+00:00,382,90
2024-05-10 00:04:09.388571+00:00,484,13
2024-05-10 00:04:09.390297+00:00,2015,1
2024-05-10 00:04:09.390713+00:00,474,1
2024-05-10 00:04:09.503983+00:00,1024,14
2024-05-10 00:04:09.538575+00:00,1103,82
2024-05-10 00:04:09.588334+00:00,421,6
2024-05-10 00:04:09.639196+00:00,473,18
2024-05-10 00:04:09.654167+00:00,198,13
2024-05-10 00:04:09.753540+00:00,646,1
2024-05-10 00:04:09.754355+00:00,1433,4
2024-05-10 00:04:09.786374+00:00,1297,26
2024-05-10 00:04:09.833186+00:00,2016,1
2024-05-10 00:04:09.886841+00:00,1397,11
2024-05-10 00:04:09.888623+00:00,1871,9
2024-05-10 00:04:09.903353+00:00,1039,7
2024-05-10 00:04:10.003782+00:00,645,9
2024-05-10 00:04:10.037930+00:00,1297,12
2024-05-10 00:04:10.139343+00:00,484,11
2024-05-10 00:04:10.160102+00:00,570,19
2024-05-10 00:04:10.253351+00:00,1433,12
2024-05-10 00:04:10.255735+00:00,2016,6
2024-05-10 00:04:10.336236+00:00,812,12
2024-05-10 00:04:10.388639+00:00,1397,9
2024-05-10 00:04:10.390448+00:00,1584,43
2024-05-10 00:04:10.407614+00:00,1039,22
2024-05-10 00:04:10.503502+00:00,580,9
2024-05-10 00:04:10.516445+00:00,727,30
2024-05-10 00:04:10.633194+00:00,1400,4
2024-05-10 00:04:11.004477+00:00,646,18
2024-05-10 00:04:11.087224+00:00,812,6
2024-05-10 00:04:11.138458+00:00,1399,9
2024-05-10 00:04:11.140774+00:00,1885,34
2024-05-10 00:04:11.155430+00:00,198,11
2024-05-10 00:04:11.335420+00:00,276,1
2024-05-10 00:04:11.385840+00:00,1588,1
2024-05-10 00:04:11.386248+00:00,1403,1
2024-05-10 00:04:11.503142+00:00,1434,10
2024-05-10 00:04:11.504221+00:00,647,1
2024-05-10 00:04:11.504399+00:00,582,3
2024-05-10 00:04:11.517618+00:00,1011,22
2024-05-10 00:04:11.595299+00:00,421,6
2024-05-10 00:04:11.606993+00:00,276,13
2024-05-10 00:04:11.637518+00:00,1588,6
2024-05-10 00:04:11.756747+00:00,2016,5
2024-05-10 00:04:11.766857+00:00,727,30
2024-05-10 00:04:11.887090+00:00,1588,8
2024-05-10 00:04:11.888102+00:00,484,13
2024-05-10 00:04:11.890526+00:00,523,5
2024-05-10 00:04:12.002560+00:00,582,4
2024-05-10 00:04:12.003237+00:00,647,25
2024-05-10 00:04:12.005495+00:00,2016,6
2024-05-10 00:04:12.017731+00:00,1011,3
2024-05-10 00:04:12.090930+00:00,422,5
2024-05-10 00:04:12.094679+00:00,812,14
2024-05-10 00:04:12.094785+00:00,276,15
2024-05-10 00:04:12.253431+00:00,675,12
2024-05-10 00:04:12.267546+00:00,864,26
2024-05-10 00:04:12.271631+00:00,1774,3
2024-05-10 00:04:12.288932+00:00,386,22
2024-05-10 00:04:12.405570+00:00,1241,2
2024-05-10 00:04:12.604810+00:00,277,14
2024-05-10 00:04:12.638427+00:00,1397,11
2024-05-10 00:04:12.639643+00:00,523,7
2024-05-10 00:04:12.654969+00:00,565,14
2024-05-10 00:04:12.755561+00:00,583,4
2024-05-10 00:04:13.095757+00:00,169,18
2024-05-10 00:04:13.099327+00:00,276,11
2024-05-10 00:04:13.137923+00:00,523,4
2024-05-10 00:04:13.339914+00:00,744,1
2024-05-10 00:04:13.340036+00:00,778,104
2024-05-10 00:04:13.340227+00:00,796,102
2024-05-10 00:04:13.342612+00:00,276,26
2024-05-10 00:04:13.387229+00:00,1583,37
2024-05-10 00:04:13.503971+00:00,2018,3
2024-05-10 00:04:13.525101+00:00,1774,2
2024-05-10 00:04:13.635982+00:00,772,17
2024-05-10 00:04:13.884797+00:00,1585,6
2024-05-10 00:04:13.901377+00:00,1242,10
2024-05-10 00:04:14.042103+00:00,364,25
2024-05-10 00:04:14.043877+00:00,1288,12
2024-05-10 00:04:14.253625+00:00,2019,1
2024-05-10 00:04:14.388778+00:00,995,1
2024-05-10 00:04:14.390148+00:00,1586,19
2024-05-10 00:04:14.392763+00:00,523,7
2024-05-10 00:04:14.503913+00:00,586,2
2024-05-10 00:04:14.504235+00:00,674,11
2024-05-10 00:04:14.636355+00:00,1406,1
2024-05-10 00:04:14.636838+00:00,1393,1
2024-05-10 00:04:14.639259+00:00,523,10
2024-05-10 00:04:14.652661+00:00,625,3
2024-05-10 00:04:14.754364+00:00,374,17
2024-05-10 00:04:14.756446+00:00,2020,4
2024-05-10 00:04:14.842460+00:00,277,10
2024-05-10 00:04:14.882950+00:00,10,2
2024-05-10 00:04:14.907637+00:00,1517,3
2024-05-10 00:04:14.908859+00:00,199,4
2024-05-10 00:04:14.910314+00:00,199,1
2024-05-10 00:04:15.005376+00:00,234,4
2024-05-10 00:04:15.135302+00:00,15,13
2024-05-10 00:04:15.254607+00:00,673,17
2024-05-10 00:04:15.255474+00:00,1785,3
2024-05-10 00:04:15.258612+00:00,1474,9
2024-05-10 00:04:15.404460+00:00,199,7
2024-05-10 00:04:15.505317+00:00,374,13
2024-05-10 00:04:15.506476+00:00,1785,3
2024-05-10 00:04:15.509658+00:00,234,43
2024-05-10 00:04:15.525503+00:00,1775,10
2024-05-10 00:04:15.772903+00:00,1774,1
2024-05-10 00:04:15.889250+00:00,1392,61
2024-05-10 00:04:15.907363+00:00,199,1
2024-05-10 00:04:16.003671+00:00,235,1
2024-05-10 00:04:16.004368+00:00,2021,5
2024-05-10 00:04:16.005429+00:00,817,21
2024-05-10 00:04:16.041731+00:00,814,1
2024-05-10 00:04:16.133611+00:00,1581,3
2024-05-10 00:04:16.252629+00:00,1785,3
2024-05-10 00:04:16.253103+00:00,586,2
2024-05-10 00:04:16.253950+00:00,1581,21
2024-05-10 00:04:16.292778+00:00,422,16
2024-05-10 00:04:16.386199+00:00,1581,3
2024-05-10 00:04:16.410313+00:00,629,38
2024-05-10 00:04:16.411895+00:00,199,12
2024-05-10 00:04:16.413485+00:00,1040,17
2024-05-10 00:04:16.504088+00:00,1581,1
2024-05-10 00:04:16.504692+00:00,236,47
2024-05-10 00:04:16.524173+00:00,1777,24
2024-05-10 00:04:16.586297+00:00,745,1
2024-05-10 00:04:16.635767+00:00,527,6
2024-05-10 00:04:16.754740+00:00,2022,4
2024-05-10 00:04:16.775460+00:00,888,85
2024-05-10 00:04:16.833918+00:00,447,1
2024-05-10 00:04:16.908756+00:00,200,13
2024-05-10 00:04:17.003630+00:00,586,2
2024-05-10 00:04:17.029616+00:00,1777,1
2024-05-10 00:04:17.085706+00:00,447,2
2024-05-10 00:04:17.335426+00:00,447,1
2024-05-10 00:04:17.407395+00:00,1039,17
2024-05-10 00:04:17.408075+00:00,199,13
2024-05-10 00:04:17.538752+00:00,1777,13
2024-05-10 00:04:17.543764+00:00,1778,12
2024-05-10 00:04:17.586548+00:00,447,7
2024-05-10 00:04:17.587931+00:00,279,6
2024-05-10 00:04:17.639120+00:00,1465,16
2024-05-10 00:04:17.643690+00:00,1581,2
2024-05-10 00:04:17.775151+00:00,888,285
2024-05-10 00:04:18.002644+00:00,584,1
2024-05-10 00:04:18.020460+00:00,891,52
2024-05-10 00:04:18.024445+00:00,1778,36
2024-05-10 00:04:18.135551+00:00,1210,3
2024-05-10 00:04:18.335191+00:00,1019,8
2024-05-10 00:04:18.405277+00:00,1943,1
2024-05-10 00:04:18.545943+00:00,423,17
2024-05-10 00:04:18.655639+00:00,1041,21
2024-05-10 00:04:18.753454+00:00,374,12
2024-05-10 00:04:18.757934+00:00,991,2
2024-05-10 00:04:18.912204+00:00,1942,2
2024-05-10 00:04:18.914768+00:00,198,20
2024-05-10 00:04:19.084804+00:00,1878,4
2024-05-10 00:04:19.252445+00:00,991,1
2024-05-10 00:04:19.254852+00:00,516,43
2024-05-10 00:04:19.394591+00:00,1581,4
2024-05-10 00:04:19.395492+00:00,1212,7
2024-05-10 00:04:19.503875+00:00,677,12
2024-05-10 00:04:19.506774+00:00,1582,29
2024-05-10 00:04:19.637956+00:00,1589,1
2024-05-10 00:04:19.642025+00:00,708,10
2024-05-10 00:04:19.658702+00:00,1048,15
2024-05-10 00:04:19.660457+00:00,202,16
2024-05-10 00:04:19.837285+00:00,1878,4
2024-05-10 00:04:19.891041+00:00,1467,385
2024-05-10 00:04:19.891224+00:00,1590,18
2024-05-10 00:04:19.895566+00:00,1212,1
2024-05-10 00:04:19.896304+00:00,529,4
2024-05-10 00:04:20.004029+00:00,993,2
2024-05-10 00:04:20.022380+00:00,893,13
2024-05-10 00:04:20.149282+00:00,1468,40
2024-05-10 00:04:20.153627+00:00,1638,1
2024-05-10 00:04:20.253687+00:00,993,4
2024-05-10 00:04:20.274728+00:00,275,23
2024-05-10 00:04:20.394701+00:00,1638,5
2024-05-10 00:04:20.543582+00:00,950,14
